step,accuracy_1,loss_1,accuracy_2,loss_2,accuracy_3,loss_3
10,0.289999992,2.70223999,0.649999976,1.037712693,0.319999993,414933.5625
20,0.360000014,2.456646204,0.860000014,0.488887697,0.819999993,9371.302734
30,0.360000014,1.918020487,0.819999993,0.486451,0.689999998,7800.253906
40,0.439999998,1.850787997,0.810000002,0.499357343,0.879999995,3636.524902
50,0.310000002,2.560027838,0.889999986,0.357731134,0.829999983,6137.57666
60,0.270000011,2.23311305,0.860000014,0.354321748,0.800000012,2865.280518
70,0.289999992,2.003933668,0.910000026,0.266690344,0.860000014,4573.881348
80,0.25999999,2.010430813,0.889999986,0.317698091,0.910000026,1375.658691
90,0.180000007,2.180598497,0.959999979,0.204234168,0.930000007,998.3192749
100,0.159999996,2.054434061,0.949999988,0.278348684,0.860000014,2089.147705
110,0.25999999,2.033705711,0.949999988,0.27226907,0.899999976,862.5116577
120,0.209999993,2.052183867,0.970000029,0.154735312,0.870000005,4182.018066
130,0.230000004,1.941300392,0.889999986,0.202596799,0.899999976,819.6152954
140,0.209999993,1.892457485,0.899999976,0.153048292,0.839999974,472.5655518
150,0.310000002,1.680511832,0.949999988,0.1625285,0.899999976,742.6721191
160,0.289999992,1.880272627,0.980000019,0.147740483,0.899999976,1831.834229
170,0.25,1.91400373,0.959999979,0.15807882,0.899999976,1220.344971
180,0.360000014,1.762532711,0.980000019,0.101497062,0.879999995,2666.318115
190,0.409999996,1.554344654,0.959999979,0.120708793,0.910000026,1953.200317
200,0.529999971,1.551879287,0.99000001,0.086011752,0.879999995,1196.756958
210,0.400000006,1.72391665,0.980000019,0.083301887,0.879999995,1616.304321
220,0.360000014,1.545957923,0.970000029,0.099427231,0.910000026,1342.901855
230,0.270000011,1.76207459,0.980000019,0.075859264,0.899999976,1790.02002
240,0.479999989,1.486517787,0.980000019,0.134463802,0.850000024,1025.604858
250,0.439999998,1.628286719,0.949999988,0.156994805,0.889999986,2457.676025
260,0.569999993,1.300393701,0.930000007,0.159297377,0.870000005,772.5209351
270,0.560000002,1.417376518,0.949999988,0.114458062,0.939999998,759.3768921
280,0.579999983,1.341185093,0.99000001,0.065821648,0.920000017,1106.019897
290,0.589999974,1.150824785,0.99000001,0.107538074,0.889999986,585.0319824
300,0.519999981,1.302909851,0.99000001,0.075820997,0.910000026,805.8616943
310,0.519999981,1.35230422,0.939999998,0.283520907,0.899999976,1518.108154
320,0.660000026,1.181912899,0.970000029,0.136440068,0.889999986,1418.13623
330,0.430000007,1.399960279,0.99000001,0.107159823,0.939999998,609.2293091
340,0.449999988,1.249676108,0.99000001,0.067763798,0.930000007,391.5213623
350,0.460000008,1.307348013,0.970000029,0.155638456,0.889999986,743.4562378
360,0.430000007,1.556216717,0.970000029,0.159860462,0.939999998,479.4626465
370,0.529999971,1.140491128,0.99000001,0.028832633,0.899999976,328.1463623
380,0.680000007,0.901832044,0.959999979,0.167266086,0.949999988,669.4309082
390,0.589999974,1.201783061,0.959999979,0.113729268,0.910000026,1334.234253
400,0.620000005,1.042814016,0.970000029,0.141034514,0.860000014,433.6657715
410,0.670000017,1.007152081,0.99000001,0.088200919,0.949999988,172.7500916
420,0.620000005,0.92451781,0.959999979,0.132474095,0.910000026,318.0446777
430,0.660000026,1.059592843,0.959999979,0.080090001,0.889999986,413.196106
440,0.639999986,1.177947879,0.970000029,0.121798821,0.920000017,86.49521637
450,0.50999999,1.10598588,0.99000001,0.089591399,0.980000019,102.0211029
460,0.660000026,1.098906517,0.980000019,0.22936444,0.920000017,596.9955444
470,0.610000014,1.083637834,0.970000029,0.089033253,0.930000007,146.2485809
480,0.689999998,1.033770084,0.980000019,0.102152117,0.899999976,465.7304688
490,0.649999976,1.037516475,0.980000019,0.075691365,0.899999976,735.1936035
500,0.660000026,1.030848742,0.980000019,0.058409099,0.899999976,199.4403076
510,0.660000026,1.054398298,0.980000019,0.087689705,0.939999998,364.3982849
520,0.620000005,1.032929778,0.959999979,0.132281065,0.870000005,1084.276733
530,0.660000026,1.001446009,0.980000019,0.113947004,0.879999995,561.1997681
540,0.600000024,1.002955675,0.980000019,0.079253741,0.939999998,151.3678131
550,0.689999998,1.032644033,0.980000019,0.091472276,0.959999979,216.0984344
560,0.610000014,1.146137357,0.980000019,0.049567893,0.959999979,355.4986572
570,0.600000024,1.246729732,1,0.050006241,0.939999998,1274.392212
580,0.600000024,0.956941962,0.970000029,0.162102446,0.959999979,333.8267822
590,0.670000017,1.061434627,1,0.0369795,0.939999998,383.8707886
600,0.620000005,1.010005713,0.980000019,0.024791077,0.899999976,306.4406128
610,0.649999976,0.96714592,0.99000001,0.054758698,0.920000017,233.1428833
620,0.620000005,0.965755105,1,0.056569979,0.910000026,194.3681488
630,0.649999976,1.105810165,0.980000019,0.061188132,0.910000026,461.2104187
640,0.699999988,1.01252985,0.99000001,0.04483065,0.930000007,361.0899353
650,0.680000007,0.971293807,0.959999979,0.079327248,0.939999998,552.638855
660,0.589999974,1.042621732,0.980000019,0.100184411,0.939999998,258.1581726
670,0.680000007,0.949658573,0.99000001,0.045987438,0.939999998,36.0745697
680,0.75,1.035946608,0.980000019,0.063383266,0.949999988,399.6934814
690,0.75,0.869810879,0.99000001,0.023491006,0.910000026,466.3001709
700,0.670000017,0.690427721,1,0.028363476,0.920000017,353.3902588
710,0.709999979,0.874986053,1,0.060695227,0.949999988,120.7007065
720,0.600000024,1.026789546,0.99000001,0.056342978,0.930000007,232.9115753
730,0.600000024,0.92113477,0.970000029,0.058103167,0.930000007,252.3666534
740,0.779999971,0.771784663,0.99000001,0.056874905,0.949999988,216.8638306
750,0.769999981,0.711195767,0.980000019,0.105454095,0.959999979,181.3294067
760,0.680000007,0.97128731,0.99000001,0.113658778,0.959999979,128.9973907
770,0.670000017,0.819902241,0.99000001,0.112028569,0.930000007,247.0017242
780,0.800000012,0.791474164,1,0.027408833,0.970000029,69.09405518
790,0.819999993,0.693448007,0.99000001,0.054031115,0.949999988,54.17028427
800,0.74000001,0.960677028,1,0.043614931,0.959999979,304.6505127
810,0.790000021,0.71138525,0.980000019,0.07074862,0.889999986,247.1827698
820,0.689999998,0.77845031,0.959999979,0.085058756,0.910000026,224.5627899
830,0.75999999,0.742157757,1,0.037406601,0.910000026,302.7169189
840,0.649999976,0.973707557,0.980000019,0.046542589,0.889999986,653.8952637
850,0.649999976,0.946781754,1,0.026123973,0.949999988,59.94022369
860,0.689999998,0.8662467,0.99000001,0.061767291,0.930000007,226.1379242
870,0.689999998,0.93941164,0.970000029,0.085499875,0.939999998,130.3356476
880,0.779999971,0.63364929,0.970000029,0.072796762,0.889999986,278.1107788
890,0.75,0.91392982,1,0.058032751,0.920000017,253.3635559
900,0.74000001,0.899962604,1,0.046973914,0.899999976,271.4928589
910,0.709999979,1.062981606,1,0.056473847,0.949999988,155.4803314
920,0.680000007,0.911076367,0.980000019,0.072671764,0.939999998,291.8880005
930,0.790000021,0.688704133,0.99000001,0.10440854,0.879999995,352.1744385
940,0.699999988,0.766378045,0.99000001,0.059008826,0.949999988,341.901062
950,0.74000001,0.729232192,0.99000001,0.052304763,0.939999998,267.8439331
960,0.75,0.93726331,0.99000001,0.023828799,0.939999998,363.250824
970,0.75999999,0.848711789,1,0.034386307,0.949999988,184.3972778
980,0.75999999,0.565738797,0.949999988,0.053498205,0.949999988,137.8997498
990,0.670000017,0.678228319,0.980000019,0.073028922,0.899999976,155.4880524
1000,0.769999981,0.727849662,1,0.030699659,0.930000007,203.2516174
1010,0.709999979,0.775109529,0.99000001,0.049944248,0.939999998,234.6933594
1020,0.75999999,0.6403476,0.970000029,0.052708078,0.930000007,227.9391479
1030,0.74000001,0.496569753,0.980000019,0.028034721,0.870000005,483.6615601
1040,0.74000001,0.637344599,1,0.042893048,0.959999979,202.1571503
1050,0.810000002,0.726673067,1,0.040601969,0.920000017,264.2277222
1060,0.680000007,0.708311081,0.980000019,0.068830706,0.879999995,317.4530029
1070,0.800000012,0.610495031,0.99000001,0.051997017,0.939999998,161.0801239
1080,0.800000012,0.57150799,1,0.029238082,0.920000017,187.5134735
1090,0.709999979,0.737643719,1,0.044375625,0.959999979,273.144104
1100,0.790000021,0.736171186,0.980000019,0.065316819,0.949999988,132.2385559
1110,0.810000002,0.572090328,0.99000001,0.046622254,0.939999998,52.49939346
1120,0.779999971,0.711634517,0.99000001,0.109278157,0.920000017,553.5786133
1130,0.75999999,0.723834395,0.99000001,0.127114981,0.970000029,61.98686981
1140,0.74000001,0.572993457,1,0.039487857,0.959999979,107.6923599
1150,0.819999993,0.716366827,0.99000001,0.026224194,0.930000007,62.68551636
1160,0.810000002,0.563679516,0.980000019,0.125208661,0.959999979,176.0142059
1170,0.839999974,0.651015162,1,0.036709208,0.959999979,277.8068542
1180,0.829999983,0.631340921,0.99000001,0.050178651,0.920000017,327.3443604
1190,0.769999981,0.518205225,0.980000019,0.054546185,0.930000007,141.0550385
1200,0.769999981,0.725939989,0.99000001,0.061566494,0.959999979,42.24705887
1210,0.779999971,0.730415046,0.980000019,0.041270237,0.959999979,190.6148834
1220,0.769999981,0.664673209,0.99000001,0.02992573,0.949999988,134.7194672
1230,0.870000005,0.505633175,1,0.024219751,0.939999998,92.94107056
1240,0.689999998,0.893983603,0.980000019,0.047093727,0.980000019,35.65335083
1250,0.720000029,0.863638937,1,0.01536948,0.970000029,187.1226807
1260,0.730000019,0.676789463,1,0.026068568,0.930000007,95.0632019
1270,0.779999971,0.612291038,0.99000001,0.040263414,0.920000017,81.2543335
1280,0.829999983,0.497104198,0.980000019,0.049668089,0.910000026,373.0310059
1290,0.839999974,0.606409848,0.99000001,0.034548774,0.949999988,92.4286499
1300,0.790000021,0.442827612,0.99000001,0.070163071,0.970000029,66.51857758
1310,0.819999993,0.692411721,1,0.033869576,0.920000017,149.8436127
1320,0.74000001,0.75045085,0.99000001,0.034950908,0.949999988,203.4393005
1330,0.810000002,0.666436315,0.970000029,0.065219291,0.959999979,103.0307388
1340,0.779999971,0.649770677,0.980000019,0.039085105,0.949999988,59.57932281
1350,0.720000029,0.63577795,0.99000001,0.056228518,0.920000017,107.0373535
1360,0.850000024,0.53194958,0.99000001,0.033357002,0.930000007,389.7130432
1370,0.839999974,0.478865355,0.99000001,0.065110095,0.939999998,116.7327347
1380,0.850000024,0.595858097,0.99000001,0.031238766,0.920000017,164.7353668
1390,0.75999999,0.717416406,1,0.036662422,0.930000007,203.7787476
1400,0.75,0.495895773,1,0.032476734,0.920000017,206.4439087
1410,0.790000021,0.510660231,0.99000001,0.037324578,0.949999988,34.3605957
1420,0.810000002,0.443935782,0.980000019,0.082668543,0.930000007,89.81301117
1430,0.819999993,0.52681154,1,0.05034944,0.939999998,89.54336548
1440,0.899999976,0.377929181,1,0.02845587,0.99000001,86.92321014
1450,0.850000024,0.484360278,1,0.014226629,0.949999988,89.6702652
1460,0.790000021,0.664029896,1,0.02771139,0.949999988,87.41314697
1470,0.829999983,0.489309311,0.980000019,0.036722034,0.959999979,164.249176
1480,0.879999995,0.481637716,1,0.016012112,0.930000007,114.7908096
1490,0.829999983,0.508947611,0.980000019,0.070310414,0.949999988,222.7427521
1500,0.800000012,0.60509938,0.99000001,0.050640263,0.920000017,263.8274231
1510,0.75999999,0.697761238,1,0.01156458,0.970000029,216.8525391
1520,0.720000029,0.777537405,0.99000001,0.016858863,0.939999998,76.58495331
1530,0.810000002,0.519466519,0.99000001,0.039220575,0.970000029,139.2373657
1540,0.790000021,0.76102221,1,0.068608053,0.879999995,252.8080902
1550,0.790000021,0.67880255,0.980000019,0.032261994,0.970000029,138.9206085
1560,0.829999983,0.393212765,0.970000029,0.064827777,0.910000026,115.2733231
1570,0.870000005,0.485129386,1,0.020746643,0.939999998,191.1116333
1580,0.769999981,0.605099916,1,0.051584657,0.930000007,123.3408432
1590,0.839999974,0.566640019,1,0.01704644,0.980000019,135.0459595
1600,0.819999993,0.537733257,0.99000001,0.047207724,0.959999979,73.56224823
1610,0.790000021,0.67230469,0.99000001,0.07517039,0.949999988,110.505722
1620,0.800000012,0.496139407,0.949999988,0.108425729,0.939999998,152.5710907
1630,0.850000024,0.618128061,0.99000001,0.029018292,0.920000017,180.9887085
1640,0.879999995,0.635404944,1,0.037051044,0.879999995,502.4977722
1650,0.860000014,0.483928502,1,0.035577599,0.970000029,37.41497421
1660,0.800000012,0.438087612,1,0.033733506,0.959999979,90.87882996
1670,0.800000012,0.538649559,1,0.051713716,0.930000007,238.2394562
1680,0.800000012,0.405781567,0.99000001,0.04973153,0.959999979,38.3542099
1690,0.850000024,0.563252807,1,0.01815364,0.939999998,97.04548645
1700,0.790000021,0.413786858,1,0.04583228,0.939999998,157.7969208
1710,0.860000014,0.514231443,0.980000019,0.082498409,0.959999979,71.77218628
1720,0.75,0.571207821,0.970000029,0.048385434,0.980000019,15.29943371
1730,0.829999983,0.618507624,1,0.016036896,0.939999998,143.2328949
1740,0.850000024,0.545995355,0.99000001,0.036129676,0.949999988,264.5906982
1750,0.769999981,0.651724577,1,0.065115154,0.939999998,123.3345032
1760,0.769999981,0.623436391,1,0.020983942,0.949999988,16.84491539
1770,0.839999974,0.704736769,0.959999979,0.07831417,0.959999979,84.29203033
1780,0.819999993,0.56953311,1,0.014034837,0.939999998,140.2323608
1790,0.829999983,0.468899548,0.99000001,0.014087325,0.930000007,303.0982666
1800,0.899999976,0.425217628,1,0.026049597,0.939999998,203.9924469
1810,0.800000012,0.637707949,0.99000001,0.041206218,0.899999976,126.2283173
1820,0.800000012,0.370353699,1,0.027430158,0.99000001,0
1830,0.819999993,0.403420836,1,0.016116286,0.949999988,58.88628769
1840,0.889999986,0.610942781,1,0.041421652,0.899999976,272.2257385
1850,0.860000014,0.460580945,1,0.025673907,0.959999979,159.9601898
1860,0.860000014,0.543800116,0.980000019,0.049090311,0.949999988,244.3752289
1870,0.819999993,0.633890867,1,0.016641948,0.980000019,33.90375137
1880,0.879999995,0.390170097,1,0.061792556,0.959999979,97.2178421
1890,0.850000024,0.468059152,0.99000001,0.023014866,0.959999979,181.3312836
1900,0.860000014,0.493534118,1,0.01639816,0.939999998,102.4146271
1910,0.779999971,0.585216582,1,0.030688131,0.949999988,29.2013092
1920,0.860000014,0.332033575,0.99000001,0.043006964,0.920000017,173.7038727
1930,0.790000021,0.458006054,1,0.05433825,0.939999998,159.5660095
1940,0.889999986,0.357647121,1,0.045665551,0.959999979,166.3887939
1950,0.870000005,0.523552656,1,0.055538889,0.949999988,48.64489365
1960,0.800000012,0.594734013,0.99000001,0.040298916,0.980000019,60.04766464
1970,0.870000005,0.409600407,0.970000029,0.068074517,0.980000019,115.3982391
1980,0.800000012,0.519595921,1,0.055559088,0.949999988,136.43927
1990,0.75999999,0.521246195,0.980000019,0.054115761,0.939999998,44.9301796
2000,0.870000005,0.533146381,0.99000001,0.025912793,0.939999998,279.2278137
2010,0.889999986,0.523625433,0.99000001,0.048611414,0.930000007,146.8507996
2020,0.860000014,0.491079748,1,0.016462641,0.949999988,104.8722687
2030,0.819999993,0.44366166,0.980000019,0.057186365,0.949999988,86.53574371
2040,0.839999974,0.518735588,1,0.050866727,0.949999988,195.4614716
2050,0.829999983,0.51439023,0.99000001,0.016296927,0.910000026,235.4528198
2060,0.870000005,0.414627343,0.99000001,0.047061566,0.939999998,138.4998627
2070,0.819999993,0.512738407,1,0.020354087,0.949999988,112.7689362
2080,0.800000012,0.505389273,1,0.010145205,0.939999998,179.8887482
2090,0.879999995,0.450598001,0.980000019,0.028061517,0.939999998,322.6940308
2100,0.769999981,0.521810949,1,0.01954589,0.930000007,125.298317
2110,0.899999976,0.415571928,0.980000019,0.035441019,0.920000017,302.2125854
2120,0.810000002,0.66811341,0.980000019,0.082116887,1,45.014328
2130,0.839999974,0.453174502,0.980000019,0.018878028,0.959999979,5.386048794
2140,0.899999976,0.435397148,0.99000001,0.047019053,0.939999998,69.48109436
2150,0.899999976,0.563404322,1,0.006272914,0.970000029,57.46525574
2160,0.870000005,0.481633753,0.99000001,0.090303615,0.949999988,34.44940567
2170,0.810000002,0.431667566,0.99000001,0.029726282,0.920000017,105.9542465
2180,0.75999999,0.509915292,1,0.033066038,0.949999988,64.28852844
2190,0.819999993,0.53867662,0.99000001,0.037315894,0.949999988,11.47253036
2200,0.870000005,0.320027351,0.99000001,0.042141695,0.970000029,222.5429688
2210,0.839999974,0.444933712,1,0.014492551,0.920000017,70.71779633
2220,0.839999974,0.444817841,0.99000001,0.008937903,0.939999998,184.9754333
2230,0.850000024,0.57682842,0.99000001,0.060293995,0.959999979,23.89252853
2240,0.920000017,0.402792573,1,0.016304275,0.959999979,4.709433556
2250,0.839999974,0.447093934,0.99000001,0.014676772,0.959999979,30.40962982
2260,0.850000024,0.740203381,0.99000001,0.054932099,0.949999988,178.5905609
2270,0.829999983,0.595218182,1,0.02228608,0.959999979,84.18325806
2280,0.819999993,0.462694019,1,0.013814389,0.949999988,107.960495
2290,0.899999976,0.360977471,1,0.020051001,0.959999979,165.932312
2300,0.850000024,0.615974247,1,0.011482138,0.939999998,119.4050293
2310,0.819999993,0.465419352,0.99000001,0.045226861,0.930000007,167.8420715
2320,0.779999971,0.62851721,1,0.008673694,0.920000017,152.8959808
2330,0.829999983,0.410793215,1,0.021149032,0.970000029,24.82341957
2340,0.819999993,0.415489435,0.980000019,0.025313677,0.959999979,105.3393936
2350,0.829999983,0.525432467,0.980000019,0.016825115,1,14.37005901
2360,0.860000014,0.500276089,1,0.014001801,0.980000019,41.13909149
2370,0.839999974,0.341154784,1,0.032769617,0.980000019,26.08547783
2380,0.779999971,0.489116967,1,0.026790842,0.949999988,81.8102951
2390,0.839999974,0.507709146,0.99000001,0.016438777,0.920000017,144.8915253
2400,0.850000024,0.485765427,0.99000001,0.036515709,0.99000001,12.30154991
2410,0.899999976,0.347311705,1,0.046170186,0.889999986,181.156189
2420,0.850000024,0.434137225,1,0.011196546,0.959999979,24.38900375
2430,0.839999974,0.399315804,1,0.032356068,0.920000017,48.71878433
2440,0.839999974,0.444449544,1,0.029475436,0.970000029,76.8633728
2450,0.879999995,0.460947752,1,0.053905349,0.939999998,151.5295258
2460,0.860000014,0.525340259,1,0.027810078,0.959999979,131.4707642
2470,0.850000024,0.524388015,1,0.013815365,0.910000026,93.26811218
2480,0.870000005,0.391451865,1,0.022898052,0.920000017,185.2355042
2490,0.879999995,0.361780524,1,0.034218393,0.930000007,215.3314972
2500,0.829999983,0.383105516,0.99000001,0.037309766,0.970000029,90.73148346
2510,0.839999974,0.342648119,0.99000001,0.02107339,0.939999998,85.31125641
2520,0.920000017,0.405777395,1,0.003683673,1,12.44209194
2530,0.879999995,0.349636942,1,0.02407798,0.959999979,42.6159668
2540,0.810000002,0.380338013,0.970000029,0.029328868,0.959999979,303.1984253
2550,0.860000014,0.434560359,0.99000001,0.04221838,0.970000029,54.64744949
2560,0.879999995,0.327810466,0.980000019,0.037575666,0.920000017,142.8944397
2570,0.889999986,0.340106934,0.99000001,0.039037634,0.980000019,0.151355594
2580,0.910000026,0.451691866,1,0.030085079,0.980000019,20.72885323
2590,0.860000014,0.528145075,0.99000001,0.017816681,0.980000019,47.6098175
2600,0.860000014,0.443753749,1,0.012019711,0.939999998,66.93309784
2610,0.829999983,0.454947561,0.980000019,0.009121964,0.920000017,93.73031616
2620,0.860000014,0.32323426,1,0.022267617,0.930000007,215.1237488
2630,0.810000002,0.506467462,1,0.034179512,0.920000017,153.1500244
2640,0.910000026,0.375269294,0.99000001,0.018137194,0.959999979,8.296965599
2650,0.810000002,0.475536764,0.970000029,0.054679755,0.910000026,62.350811
2660,0.860000014,0.398750395,0.99000001,0.013944433,0.959999979,55.45528412
2670,0.879999995,0.341103554,0.99000001,0.118756764,0.959999979,47.89738846
2680,0.819999993,0.505140543,1,0.013347395,0.959999979,49.57258606
2690,0.879999995,0.483684033,1,0.022466308,0.959999979,38.03885651
2700,0.899999976,0.4386805,0.99000001,0.060686473,0.949999988,44.16029739
2710,0.779999971,0.628653526,1,0.022373317,0.930000007,104.0183105
2720,0.810000002,0.459544957,1,0.032840203,0.980000019,36.27446365
2730,0.899999976,0.329777718,0.980000019,0.037818037,0.949999988,54.29359436
2740,0.819999993,0.808962643,0.99000001,0.034345232,0.970000029,72.19636536
2750,0.839999974,0.56638968,1,0.016958384,0.930000007,254.8224945
2760,0.860000014,0.505033135,1,0.019724542,0.920000017,113.4850311
2770,0.839999974,0.410341561,1,0.013160245,0.970000029,132.8714142
2780,0.860000014,0.587615848,0.99000001,0.024715455,0.920000017,112.1278152
2790,0.860000014,0.326318026,0.99000001,0.059153385,0.949999988,89.96741486
2800,0.860000014,0.502115846,1,0.014402782,0.980000019,17.86681747
2810,0.860000014,0.491091728,0.99000001,0.04765822,0.930000007,84.93564606
2820,0.870000005,0.451945156,1,0.047063902,0.939999998,127.812645
2830,0.870000005,0.351505369,0.99000001,0.034080621,0.879999995,276.7572327
2840,0.860000014,0.415936351,1,0.032153025,0.99000001,42.12657166
2850,0.860000014,0.47922647,0.99000001,0.026040586,0.959999979,43.03092194
2860,0.879999995,0.332156539,1,0.016696161,0.959999979,111.2430954
2870,0.829999983,0.545773268,0.980000019,0.015316259,0.949999988,32.98221588
2880,0.829999983,0.352188349,0.99000001,0.061246052,0.99000001,154.1694946
2890,0.850000024,0.481369525,1,0.017913276,0.959999979,137.9084625
2900,0.910000026,0.322938412,0.99000001,0.016232502,0.959999979,23.80786705
2910,0.879999995,0.318494856,1,0.012734508,0.99000001,18.81275368
2920,0.879999995,0.499507934,0.99000001,0.020780655,0.959999979,4.478378773
2930,0.910000026,0.468144149,0.980000019,0.025271226,0.980000019,0
2940,0.870000005,0.564245284,1,0.006812066,0.980000019,181.8004303
2950,0.910000026,0.286439925,1,0.014326552,0.949999988,44.74161148
2960,0.860000014,0.527766585,1,0.022891371,0.949999988,8.601337433
2970,0.879999995,0.675174892,0.99000001,0.029829577,0.949999988,64.4974823
2980,0.829999983,0.458300233,0.970000029,0.054574803,0.930000007,120.2680664
2990,0.839999974,0.398998857,1,0.017573638,0.930000007,108.6631088
3000,0.790000021,0.624663174,0.99000001,0.039513625,0.959999979,60.38721848
3010,0.800000012,0.528289437,0.970000029,0.027984358,0.99000001,149.697464
3020,0.810000002,0.643336952,0.99000001,0.035136417,0.970000029,38.43787003
3030,0.879999995,0.31793049,0.99000001,0.013282026,0.980000019,66.48236084
3040,0.850000024,0.328291476,1,0.013155086,0.99000001,18.96708488
3050,0.899999976,0.323596001,0.99000001,0.022853572,0.980000019,22.3005619
3060,0.870000005,0.487356544,0.980000019,0.028435443,0.949999988,14.60065174
3070,0.810000002,0.493073106,0.980000019,0.023697017,0.970000029,82.62124634
3080,0.829999983,0.397365063,0.99000001,0.018087205,0.99000001,0
3090,0.949999988,0.348192781,1,0.016309779,0.980000019,33.98836899
3100,0.889999986,0.508708894,1,0.00750801,0.899999976,201.9023438
3110,0.860000014,0.393490255,1,0.059367549,0.970000029,77.6704483
3120,0.860000014,0.398163766,0.99000001,0.037222102,0.959999979,8.647626877
3130,0.910000026,0.411281198,1,0.01734373,0.939999998,127.6975403
3140,0.899999976,0.48639524,0.99000001,0.039528638,0.939999998,41.99250793
3150,0.839999974,0.498141795,0.99000001,0.010809972,0.930000007,46.16890717
3160,0.839999974,0.481988072,1,0.02040014,0.949999988,71.86976624
3170,0.829999983,0.651103795,1,0.008899938,0.980000019,127.7708511
3180,0.879999995,0.399331599,0.99000001,0.041199788,0.910000026,71.27603912
3190,0.860000014,0.432958782,1,0.014985731,0.959999979,18.09253502
3200,0.829999983,0.396119267,1,0.029133158,0.939999998,73.16072083
3210,0.819999993,0.681408167,0.970000029,0.054135431,0.959999979,111.5988693
3220,0.850000024,0.442216307,0.970000029,0.020499049,0.99000001,157.1763611
3230,0.819999993,0.604600787,1,0.023192354,0.949999988,57.61103439
3240,0.860000014,0.570694327,1,0.015778339,0.949999988,130.7121429
