step,accuracy_1,loss_1,accuracy_2,loss_2,accuracy_3,loss_3
3250,0.930000007,0.355704218,0.980000019,0.160672486,0.920000017,9.295014381
3260,0.850000024,0.457366854,0.99000001,0.026942661,0.970000029,29.63281822
3270,0.879999995,0.37073493,0.970000029,0.099426463,0.99000001,59.21843719
3280,0.920000017,0.423216134,0.99000001,0.019511735,0.939999998,42.71351624
3290,0.879999995,0.349319071,1,0.047763232,0.939999998,55.19066238
3300,0.860000014,0.386762798,0.980000019,0.041637663,0.920000017,46.42559052
3310,0.879999995,0.349975765,0.99000001,0.024006145,0.959999979,46.62181473
3320,0.930000007,0.29343608,1,0.009261713,0.959999979,94.89025116
3330,0.810000002,0.586180866,0.99000001,0.019219792,0.949999988,61.63115692
3340,0.889999986,0.293584317,1,0.037525192,0.930000007,161.7947083
3350,0.870000005,0.409745514,1,0.016746812,0.959999979,58.76525497
3360,0.860000014,0.462653846,0.99000001,0.010184849,0.959999979,38.2428894
3370,0.870000005,0.420393795,1,0.03090493,0.920000017,110.6293335
3380,0.860000014,0.432111859,1,0.01060205,0.959999979,95.07115173
3390,0.829999983,0.597270489,0.980000019,0.010037167,0.949999988,51.06835938
3400,0.850000024,0.380191565,1,0.003499687,0.949999988,73.77287292
3410,0.860000014,0.361071497,1,0.020274537,0.980000019,21.29673767
3420,0.889999986,0.355859607,0.980000019,0.056733187,0.949999988,1.54778564
3430,0.920000017,0.348210514,1,0.016451674,0.939999998,32.37468338
3440,0.860000014,0.369662046,1,0.033529267,0.959999979,46.9101181
3450,0.850000024,0.469478458,0.99000001,0.049358595,0.980000019,79.68679047
3460,0.860000014,0.369882345,0.980000019,0.046016824,0.959999979,21.8092804
3470,0.819999993,0.472066641,1,0.005255288,0.949999988,45.1541214
3480,0.889999986,0.299932599,0.99000001,0.027178297,0.910000026,195.4387512
3490,0.889999986,0.567514658,1,0.041803617,0.949999988,13.12544918
3500,0.920000017,0.356882334,1,0.006681466,0.949999988,39.16062927
3510,0.899999976,0.407852441,0.99000001,0.036500305,0.939999998,23.42025948
3520,0.910000026,0.454281032,1,0.023248801,0.949999988,51.33176804
3530,0.850000024,0.474294007,1,0.019560469,0.930000007,74.09819031
3540,0.850000024,0.303103149,1,0.041341607,0.930000007,78.06177521
3550,0.930000007,0.286457837,0.99000001,0.033326589,0.939999998,11.67473125
3560,0.860000014,0.342093378,1,0.008840567,0.980000019,178.4117737
3570,0.810000002,0.481287688,1,0.009059494,0.99000001,122.4645538
3580,0.800000012,0.622834325,1,0.025140492,0.970000029,43.88775253
3590,0.850000024,0.531022429,0.980000019,0.035483066,0.959999979,65.97863007
3600,0.839999974,0.350476712,1,0.008604934,0.899999976,120.573349
3610,0.910000026,0.449240685,1,0.025274606,0.980000019,12.59064484
3620,0.939999998,0.357969016,0.99000001,0.039349988,0.939999998,61.33834839
3630,0.879999995,0.425360948,1,0.025991518,0.939999998,44.28506851
3640,0.899999976,0.383974314,0.99000001,0.025797088,0.970000029,79.52996063
3650,0.889999986,0.454886317,1,0.036236972,0.949999988,24.35451889
3660,0.819999993,0.499902576,1,0.00642256,0.970000029,53.12611771
3670,0.870000005,0.368106663,1,0.015628362,0.939999998,30.91041565
3680,0.930000007,0.39241749,0.99000001,0.029158875,0.970000029,55.10276413
3690,0.870000005,0.389192283,1,0.03194553,0.939999998,40.84993744
3700,0.829999983,0.362086743,0.99000001,0.0073187,0.99000001,2.805527449
3710,0.839999974,0.598240197,1,0.027815035,0.930000007,230.1692352
3720,0.860000014,0.459706664,0.980000019,0.009906863,0.99000001,9.228689194
3730,0.800000012,0.74562782,0.99000001,0.010990491,0.970000029,28.47097588
3740,0.870000005,0.493523568,1,0.014012001,0.949999988,138.4012451
3750,0.879999995,0.489142299,1,0.018262664,0.980000019,18.30574608
3760,0.899999976,0.369939417,0.99000001,0.00953734,0.949999988,211.0272217
3770,0.850000024,0.322295457,0.980000019,0.007100835,0.959999979,99.11323547
3780,0.889999986,0.384160131,1,0.02836775,0.980000019,60.20076752
3790,0.870000005,0.416853905,0.959999979,0.074908517,0.980000019,29.92090988
3800,0.870000005,0.528467715,1,0.00696309,0.980000019,28.70646477
3810,0.829999983,0.672828734,1,0.017978298,0.939999998,33.06077576
3820,0.879999995,0.32212466,1,0.036206353,0.959999979,55.42345047
3830,0.860000014,0.341538399,0.980000019,0.018958597,0.99000001,59.48839951
3840,0.910000026,0.487007439,0.99000001,0.040575724,0.970000029,14.35607147
3850,0.889999986,0.379663348,0.970000029,0.014830419,0.970000029,35.93990326
3860,0.850000024,0.422036976,1,0.010453786,0.980000019,140.3400574
3870,0.860000014,0.466829866,0.99000001,0.015255533,0.949999988,97.31752777
3880,0.850000024,0.420158625,1,0.030461989,0.980000019,28.07833481
3890,0.899999976,0.33296594,1,0.014426047,0.949999988,44.79833603
3900,0.889999986,0.348745048,0.980000019,0.018955806,0.99000001,27.60894966
3910,0.920000017,0.356621325,1,0.035860587,0.949999988,8.692954063
3920,0.850000024,0.600872219,0.99000001,0.006960206,0.970000029,30.57795334
3930,0.879999995,0.49868983,1,0.012979672,0.949999988,11.90688992
3940,0.899999976,0.382287472,0.99000001,0.013495689,0.939999998,43.52375031
3950,0.839999974,0.318072498,1,0.005273709,0.959999979,133.0570679
3960,0.829999983,0.420444071,1,0.014817953,0.959999979,34.06068802
3970,0.889999986,0.289491028,1,0.014912805,0.920000017,69.30464172
3980,0.779999971,0.552141845,0.99000001,0.017595021,0.970000029,82.73355103
3990,0.860000014,0.404631883,1,0.003915283,0.930000007,103.0680237
4000,0.870000005,0.437578171,0.980000019,0.016894432,0.970000029,64.05960083
4010,0.899999976,0.464515656,1,0.020764172,0.959999979,39.00496674
4020,0.930000007,0.347832322,1,0.014051276,0.959999979,13.3350687
4030,0.910000026,0.294632256,0.980000019,0.030006621,0.970000029,7.399171829
4040,0.870000005,0.375643462,1,0.012631045,0.930000007,56.97756195
4050,0.860000014,0.478768229,0.980000019,0.019470695,0.99000001,29.64256287
4060,0.930000007,0.384990245,0.99000001,0.02231494,0.949999988,104.3295822
4070,0.889999986,0.351477027,1,0.010827344,0.959999979,33.14855576
4080,0.920000017,0.448326796,0.970000029,0.048202179,0.939999998,152.8157196
4090,0.899999976,0.353141099,1,0.016337791,0.930000007,111.9399796
4100,0.860000014,0.371335059,1,0.028226234,0.939999998,106.5365601
4110,0.850000024,0.401999116,1,0.026555624,1,78.77502441
4120,0.810000002,0.46031785,0.99000001,0.012970158,0.949999988,36.45391464
4130,0.860000014,0.269053817,1,0.034612518,0.959999979,11.06770992
4140,0.850000024,0.665641725,0.99000001,0.031476043,0.949999988,22.86285591
4150,0.860000014,0.473089874,1,0.006265869,0.949999988,50.27272797
4160,0.949999988,0.286898732,1,0.003819627,0.920000017,45.56638336
4170,0.910000026,0.267025411,1,0.009823928,0.99000001,6.915690422
4180,0.870000005,0.284102768,0.99000001,0.013207842,0.930000007,45.53735352
4190,0.889999986,0.344657987,1,0.010740235,0.970000029,43.35039902
4200,0.860000014,0.434589893,0.99000001,0.01912187,0.949999988,58.2578125
4210,0.930000007,0.325227141,0.959999979,0.045623519,0.970000029,26.61921883
4220,0.829999983,0.322768778,1,0.011405326,0.980000019,6.106738091
4230,0.850000024,0.482041925,1,0.005940816,0.959999979,105.7379684
4240,0.910000026,0.509318888,1,0.029947862,0.99000001,32.00355911
4250,0.879999995,0.352790415,1,0.01352255,0.959999979,119.6348419
4260,0.910000026,0.219163716,1,0.040451929,0.970000029,8.589529037
4270,0.860000014,0.413226545,0.970000029,0.020379985,0.959999979,7.230237007
4280,0.790000021,0.524939597,1,0.055321097,0.980000019,85.60152435
4290,0.879999995,0.356349409,0.980000019,0.01983518,0.930000007,91.51953125
4300,0.839999974,0.605981886,0.99000001,0.022949241,0.980000019,31.81259537
4310,0.860000014,0.454503179,1,0.017686283,0.930000007,77.69070435
4320,0.899999976,0.317969292,0.99000001,0.028356109,0.959999979,14.06660843
4330,0.930000007,0.368043929,1,0.011224275,0.959999979,12.64400673
4340,0.839999974,0.50248903,1,0.006102861,0.939999998,86.74937439
4350,0.810000002,0.463876843,1,0.008963852,0.980000019,71.42884827
4360,0.889999986,0.293223619,1,0.025080057,0.949999988,25.43352509
4370,0.819999993,0.297148764,1,0.010378461,0.949999988,41.66976547
4380,0.860000014,0.457356483,0.99000001,0.011480357,0.959999979,129.0522919
4390,0.910000026,0.364038974,1,0.003469585,0.970000029,94.52605438
4400,0.939999998,0.304867566,0.970000029,0.0258231,0.959999979,5.69461441
4410,0.850000024,0.351002425,1,0.00493238,0.939999998,115.0835571
4420,0.899999976,0.358809978,1,0.011227306,0.939999998,246.2021942
4430,0.870000005,0.45053646,0.99000001,0.011423558,0.980000019,40.19342422
4440,0.920000017,0.313496411,1,0.021144342,0.970000029,8.078287125
4450,0.899999976,0.4406268,1,0.03536376,0.939999998,65.13261414
4460,0.850000024,0.438934356,0.980000019,0.012521496,0.980000019,0
4470,0.899999976,0.428371608,1,0.006311002,0.980000019,58.96589661
4480,0.889999986,0.262095571,1,0.029518321,0.959999979,35.68673325
4490,0.889999986,0.272463024,1,0.007579043,0.930000007,60.4607048
4500,0.870000005,0.550286472,1,0.009098786,0.970000029,59.32202148
4510,0.920000017,0.291236907,0.99000001,0.03364709,0.970000029,124.3719559
4520,0.889999986,0.355214119,1,0.018902069,0.959999979,6.673112869
4530,0.899999976,0.308904558,0.980000019,0.014243589,0.99000001,68.51654053
4540,0.850000024,0.411324531,1,0.038391303,0.99000001,56.25624847
4550,0.920000017,0.364202857,1,0.038974494,0.959999979,14.35763931
4560,0.899999976,0.381051749,1,0.010056908,0.939999998,28.2055645
4570,0.930000007,0.342349917,0.99000001,0.012825454,0.949999988,41.73935699
4580,0.899999976,0.433067322,1,0.008673364,0.970000029,27.17666817
4590,0.860000014,0.444175422,1,0.019713698,0.949999988,42.50177383
4600,0.899999976,0.318589389,1,0.055082284,0.959999979,37.12298203
4610,0.899999976,0.315494716,0.980000019,0.038510241,0.980000019,6.69977951
4620,0.910000026,0.348789871,1,0.004784893,0.970000029,6.20892334
4630,0.920000017,0.403666079,1,0.011704477,0.99000001,13.01946735
4640,0.870000005,0.416241199,1,0.005081767,0.99000001,28.09413147
4650,0.920000017,0.337184519,1,0.016970785,0.939999998,44.93132782
4660,0.910000026,0.355924219,1,0.036602817,0.970000029,35.17086029
4670,0.889999986,0.270726323,1,0.015499988,0.980000019,0
4680,0.870000005,0.335355639,0.99000001,0.004658935,0.959999979,45.55008698
4690,0.800000012,0.377492458,1,0.024766255,0.959999979,15.8415699
4700,0.889999986,0.387605965,1,0.005406393,0.949999988,7.999696255
4710,0.910000026,0.316638231,0.99000001,0.002715419,0.959999979,49.95645905
4720,0.939999998,0.316807389,0.99000001,0.013406801,0.970000029,15.79792404
4730,0.920000017,0.390022278,0.99000001,0.028751235,0.959999979,98.75596619
4740,0.910000026,0.357716948,0.99000001,0.014059355,0.930000007,78.78126526
4750,0.920000017,0.341208279,1,0.018601825,0.959999979,49.57489777
4760,0.949999988,0.26881972,1,0.033418428,0.970000029,7.37315321
4770,0.879999995,0.343937486,1,0.01001833,0.970000029,17.32625008
4780,0.920000017,0.322192907,1,0.016694415,0.949999988,35.85577011
4790,0.839999974,0.487772286,1,0.022332495,0.959999979,46.00323105
4800,0.870000005,0.300254464,1,0.007281965,0.930000007,23.00725746
4810,0.870000005,0.365210414,0.99000001,0.060661379,0.980000019,11.64962864
4820,0.870000005,0.441423059,0.99000001,0.023128964,0.970000029,52.28680801
4830,0.860000014,0.350324482,0.99000001,0.015739461,0.939999998,25.48227119
4840,0.829999983,0.458478898,1,0.015364915,0.959999979,113.9759216
4850,0.959999979,0.260020494,1,0.004833057,0.970000029,9.704453468
4860,0.870000005,0.503414094,0.99000001,0.018903779,0.959999979,31.43931389
4870,0.889999986,0.345252723,1,0.018067213,0.99000001,0
4880,0.879999995,0.240981936,1,0.013764336,0.949999988,25.7367878
4890,0.839999974,0.411135644,0.99000001,0.023594391,1,0
4900,0.889999986,0.216769606,0.99000001,0.003943139,0.970000029,47.97135925
4910,0.879999995,0.410582155,0.99000001,0.016995415,0.949999988,11.18480301
4920,0.829999983,0.276577502,0.99000001,0.004518002,0.959999979,32.39180756
4930,0.860000014,0.448167562,1,0.044805225,0.99000001,22.23137283
4940,0.860000014,0.424017251,0.980000019,0.074714698,0.939999998,166.2604828
4950,0.870000005,0.303182364,0.99000001,0.007958093,0.949999988,77.53218079
4960,0.879999995,0.278588325,0.99000001,0.019968072,0.980000019,0.225976557
4970,0.889999986,0.266416371,0.980000019,0.025033167,0.980000019,36.44953156
4980,0.889999986,0.45828709,0.99000001,0.005361866,0.949999988,20.85412788
4990,0.839999974,0.374724805,1,0.018429434,0.949999988,2.11087513
5000,0.870000005,0.61240077,1,0.019548675,0.949999988,6.951791286
5010,0.879999995,0.462530285,1,0.040661249,0.939999998,9.225053787
5020,0.889999986,0.251892745,1,0.018807469,0.970000029,208.0139008
5030,0.889999986,0.318916082,1,0.011190667,0.970000029,13.62179184
5040,0.870000005,0.338923097,1,0.005771504,0.939999998,121.632576
5050,0.850000024,0.401750207,1,0.00928585,0.99000001,21.93730545
5060,0.819999993,0.541763544,0.99000001,0.011167689,0.970000029,20.84354782
5070,0.910000026,0.213078424,1,0.014805097,0.970000029,84.05360413
5080,0.939999998,0.241664127,0.99000001,0.019650865,0.939999998,88.05861664
5090,0.930000007,0.267606109,1,0.011360437,0.99000001,57.95790863
5100,0.889999986,0.428408474,1,0.007184305,0.959999979,34.51075745
5110,0.910000026,0.365501434,1,0.00528307,1,14.9793787
5120,0.899999976,0.287383378,0.99000001,0.004972881,0.949999988,2.187330723
5130,0.879999995,0.291824311,0.99000001,0.012276333,0.949999988,62.89571762
5140,0.889999986,0.271400899,1,0.019419376,0.939999998,156.53479
5150,0.889999986,0.250480443,0.99000001,0.031172013,0.949999988,33.89421844
5160,0.899999976,0.34715721,0.99000001,0.023929784,0.949999988,51.06772614
5170,0.879999995,0.360782504,0.99000001,0.031651009,0.970000029,71.52696228
5180,0.920000017,0.243663803,0.99000001,0.012699997,0.949999988,39.58792496
5190,0.889999986,0.24905102,1,0.001704487,0.949999988,97.98550415
5200,0.920000017,0.308422357,0.99000001,0.00986497,0.959999979,47.77671051
5210,0.879999995,0.406789958,1,0.004612922,0.959999979,14.53229523
5220,0.939999998,0.255138516,1,0.017675539,0.930000007,41.98262787
5230,0.860000014,0.35963887,1,0.006412285,0.910000026,51.72412491
5240,0.870000005,0.29585439,1,0.021603012,0.930000007,53.73823166
5250,0.819999993,0.580644608,0.99000001,0.010200208,0.970000029,17.74145317
5260,0.889999986,0.282848477,0.99000001,0.025684193,0.949999988,29.08666039
5270,0.839999974,0.344855338,1,0.026497738,0.970000029,39.38922501
5280,0.850000024,0.279884964,1,0.009126116,0.970000029,15.29780769
5290,0.920000017,0.371437907,1,0.02338301,0.959999979,38.28302383
5300,0.860000014,0.435880303,0.99000001,0.006365987,0.889999986,31.47885895
5310,0.870000005,0.556437194,0.99000001,0.049275484,0.970000029,8.806779861
5320,0.939999998,0.246738553,1,0.008134406,0.970000029,0.164357305
5330,0.930000007,0.329965979,0.99000001,0.029321166,0.980000019,28.19312668
5340,0.910000026,0.342257589,1,0.019768219,0.949999988,56.61262512
5350,0.860000014,0.366541028,1,0.015269742,0.959999979,68.34698486
5360,0.879999995,0.332477421,1,0.026993623,0.970000029,47.33970642
5370,0.879999995,0.440456748,1,0.020173935,0.949999988,48.72130966
5380,0.899999976,0.377221256,1,0.007482419,0.949999988,61.98386765
5390,0.920000017,0.278400719,1,0.010766315,0.980000019,93.90636444
5400,0.879999995,0.37964347,0.99000001,0.009657356,0.970000029,40.21414566
5410,0.879999995,0.329236627,1,0.043895096,0.949999988,5.689838886
5420,0.889999986,0.405887067,1,0.034637846,0.970000029,26.99952888
5430,0.819999993,0.486695975,1,0.020630788,0.920000017,37.314785
5440,0.800000012,0.366465688,1,0.014868769,0.970000029,26.87181664
5450,0.860000014,0.340513885,1,0.016760401,0.939999998,81.60132599
5460,0.860000014,0.30896014,0.99000001,0.017309608,0.980000019,34.76240158
5470,0.920000017,0.338044763,0.99000001,0.02975224,0.970000029,5.693945885
5480,0.839999974,0.318694085,0.99000001,0.006551047,0.930000007,25.60934258
5490,0.920000017,0.216505095,0.980000019,0.017230002,0.959999979,57.94672012
5500,0.819999993,0.355657399,1,0.009319666,0.949999988,39.06100464
5510,0.930000007,0.241615087,0.99000001,0.023839006,0.980000019,29.39064026
5520,0.910000026,0.325481445,1,0.009239091,0.949999988,69.31182861
5530,0.829999983,0.296375126,0.99000001,0.006522998,0.939999998,19.03996277
5540,0.870000005,0.411390007,1,0.021515099,0.949999988,76.94067383
5550,0.879999995,0.300190568,1,0.0080946,0.980000019,25.50279236
5560,0.889999986,0.369022131,0.99000001,0.00464143,0.959999979,4.547641754
5570,0.889999986,0.352065474,0.99000001,0.004475286,0.930000007,7.658929348
5580,0.930000007,0.337253273,0.99000001,0.005760131,0.970000029,56.0196991
5590,0.889999986,0.332888156,1,0.005495988,0.99000001,3.198019505
5600,0.899999976,0.324456662,1,0.00922706,0.99000001,16.60723686
5610,0.850000024,0.536302745,1,0.006958781,0.949999988,18.23374176
5620,0.899999976,0.31534493,0.99000001,0.024687817,1,34.48859787
5630,0.899999976,0.238196909,0.99000001,0.026637321,0.980000019,15.35792923
5640,0.899999976,0.303115696,1,0.006474629,0.970000029,29.9390583
5650,0.899999976,0.352474332,1,0.007405977,0.970000029,71.27796936
5660,0.910000026,0.332462668,1,0.007283053,0.970000029,24.10654449
5670,0.920000017,0.350521088,1,0.004610368,0.980000019,12.35563278
5680,0.870000005,0.292397857,1,0.008219457,0.980000019,5.956705093
5690,0.939999998,0.434056371,1,0.013816338,0.939999998,46.07243729
5700,0.910000026,0.284014821,1,0.00446011,0.970000029,3.27908206
5710,0.860000014,0.42103976,1,0.027528403,0.970000029,29.80346107
5720,0.920000017,0.366819412,0.99000001,0.002497268,0.959999979,11.81957436
5730,0.879999995,0.373900712,1,0.0171941,0.970000029,12.21408463
5740,0.870000005,0.413763404,1,0.010410624,0.980000019,5.402653694
5750,0.879999995,0.44984436,1,0.002780651,0.949999988,29.99896049
5760,0.879999995,0.340405852,0.980000019,0.022449734,0.970000029,32.11577988
5770,0.920000017,0.272562385,1,0.020421363,0.980000019,0.476513684
5780,0.889999986,0.399437368,1,0.023539489,0.980000019,17.14284706
5790,0.889999986,0.256395161,1,0.005881695,0.939999998,85.68058777
5800,0.879999995,0.398637354,0.970000029,0.010636861,0.970000029,21.2021389
5810,0.889999986,0.429090649,1,0.007936116,0.939999998,35.91751862
5820,0.850000024,0.46657601,0.99000001,0.075315356,0.939999998,34.77241898
5830,0.850000024,0.267318785,0.99000001,0.007271488,0.970000029,4.529072285
5840,0.879999995,0.399948359,0.99000001,0.007624903,0.959999979,18.9845047
5850,0.920000017,0.283129573,1,0.00833489,0.939999998,22.57426453
5860,0.910000026,0.416638553,1,0.012596178,0.959999979,67.3560257
5870,0.920000017,0.343221545,1,0.025354678,0.910000026,17.70980263
5880,0.899999976,0.50927943,1,0.008125135,0.980000019,3.235739708
5890,0.879999995,0.377290696,1,0.052204505,0.970000029,4.593244553
5900,0.829999983,0.372055739,1,0.011587824,0.99000001,14.14071751
5910,0.930000007,0.322362214,0.99000001,0.013480918,0.980000019,0.312255859
5920,0.879999995,0.308255285,1,0.011416822,0.970000029,20.39616013
5930,0.939999998,0.199477896,0.980000019,0.0154963,0.949999988,8.416152
5940,0.930000007,0.258820206,1,0.003988145,0.970000029,53.69244766
5950,0.899999976,0.284917116,0.980000019,0.029898798,0.970000029,12.19476032
5960,0.879999995,0.296588421,1,0.03483399,0.99000001,9.214289665
5970,0.879999995,0.247580871,1,0.005770805,0.980000019,103.6771698
5980,0.899999976,0.327431172,1,0.001878555,0.939999998,4.116201401
5990,0.879999995,0.35239625,0.99000001,0.070521533,0.939999998,20.94790268
6000,0.930000007,0.244256645,1,0.011371735,0.939999998,53.87258148
6010,0.899999976,0.354552686,1,0.031809174,0.949999988,40.76940536
6020,0.889999986,0.251934201,0.99000001,0.025477888,0.939999998,56.14955139
6030,0.920000017,0.465504915,1,0.017358785,0.980000019,5.977502346
6040,0.920000017,0.413077086,1,0.012558485,0.959999979,16.82353973
6050,0.930000007,0.291408032,0.980000019,0.017617797,0.980000019,12.94215679
6060,0.879999995,0.240182623,1,0.017319711,0.949999988,85.75854492
6070,0.879999995,0.366724849,1,0.007890786,0.939999998,35.20027542
6080,0.920000017,0.417948872,1,0.014751852,0.920000017,9.722316742
6090,0.910000026,0.310282856,0.99000001,0.005618893,0.980000019,10.03743076
6100,0.879999995,0.422489434,1,0.002202885,0.970000029,71.31137085
6110,0.810000002,0.397188902,0.99000001,0.031385712,0.99000001,11.27995872
6120,0.920000017,0.262165397,0.99000001,0.006329864,0.939999998,74.92931366
6130,0.920000017,0.235475898,1,0.003872645,0.970000029,14.19563961
6140,0.839999974,0.284165442,1,0.021564685,0.910000026,59.11036301
6150,0.879999995,0.32607919,1,0.006159678,0.980000019,15.10404301
6160,0.870000005,0.490555048,1,0.011349136,0.980000019,4.538160324
6170,0.879999995,0.263132423,0.99000001,0.008110054,0.949999988,49.24737167
6180,0.870000005,0.402283013,1,0.012356976,0.949999988,66.08579254
6190,0.829999983,0.329145581,0.980000019,0.009887395,0.970000029,20.3463192
6200,0.850000024,0.462278366,1,0.00618663,0.980000019,10.91141605
6210,0.899999976,0.19722718,0.99000001,0.030918874,0.959999979,22.23348618
6220,0.899999976,0.257185102,1,0.006797329,0.959999979,37.00081253
6230,0.839999974,0.315345675,0.99000001,0.034552503,0.970000029,23.63022614
6240,0.879999995,0.347989202,0.99000001,0.02939846,0.970000029,7.580346584
6250,0.879999995,0.439131588,1,0.024222618,0.99000001,3.956140757
6260,0.899999976,0.418140709,0.99000001,0.008652048,0.949999988,20.14380836
6270,0.870000005,0.423510522,0.99000001,0.014448761,0.930000007,37.77479172
6280,0.879999995,0.268729806,0.99000001,0.019752547,0.980000019,34.86909485
6290,0.910000026,0.23312825,1,0.009691729,0.959999979,10.55189228
6300,0.889999986,0.338000208,1,0.003022325,0.939999998,30.21595001
6310,0.850000024,0.438436061,0.99000001,0.006738683,0.959999979,72.55667114
6320,0.930000007,0.262054324,1,0.022869496,0.99000001,13.51737309
6330,0.889999986,0.281338811,0.980000019,0.010037222,0.949999988,108.5035934
6340,0.930000007,0.294023842,1,0.010632813,0.959999979,22.98451233
6350,0.899999976,0.344034374,0.99000001,0.010003477,0.980000019,0
6360,0.850000024,0.332735896,1,0.025953336,0.980000019,0.010989165
6370,0.870000005,0.280563146,0.99000001,0.007155961,0.970000029,15.26607323
6380,0.829999983,0.355457455,1,0.019480942,0.949999988,46.70715332
6390,0.870000005,0.200044155,1,0.00846541,1,26.55080032
6400,0.850000024,0.404552847,0.99000001,0.01888046,0.99000001,13.86129379
6410,0.889999986,0.363385379,1,0.012065997,0.980000019,4.443823338
6420,0.899999976,0.223249078,1,0.012968493,0.99000001,15.53591347
6430,0.910000026,0.286418319,1,0.014631141,0.970000029,15.40206623
6440,0.850000024,0.39153558,1,0.003254547,0.980000019,5.706756592
6450,0.920000017,0.315978259,1,0.010262096,0.980000019,26.54800224
6460,0.920000017,0.29674384,1,0.020112796,0.949999988,41.88098526
6470,0.870000005,0.451824874,1,0.008454413,0.949999988,11.77296638
6480,0.829999983,0.291470855,1,0.018626098,0.99000001,0
6490,0.889999986,0.244770244,1,0.009919421,0.99000001,8.935403824
6500,0.889999986,0.27168268,1,0.019034643,0.949999988,49.58522797
6510,0.879999995,0.260457277,1,0.003808591,0.980000019,16.26373672
6520,0.930000007,0.433687598,0.99000001,0.001370355,0.949999988,35.24718857
6530,0.870000005,0.337639511,0.99000001,0.008536316,0.980000019,53.41555786
6540,0.949999988,0.228506863,0.99000001,0.039529014,0.970000029,6.619591713
6550,0.920000017,0.312356889,1,0.007556058,0.949999988,37.35931015
6560,0.850000024,0.188972086,1,0.01754728,1,39.76678085
6570,0.930000007,0.345740557,1,0.007433678,0.970000029,2.534478426
6580,0.899999976,0.262879491,0.980000019,0.031278878,0.970000029,23.41280937
